url,title,date_extracted,content,category
https://www.1tv.ru/news/2014-06-25/44605-vladimir_putin_prinyal_prezidenta_palestiny_mahmuda_abbasa,Владимир Путин принял президента Палестины Махмуда Аббаса,2014-06-25,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2014-08-17/39725-v_kievo_pecherskoy_lavre_proshla_intronizatsiya_novogo_glavy_upts_moskovskogo_patriarhata,В Киево-Печерской лавре прошла интронизация нового главы УПЦ Московского патриархата,2014-08-17,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-04-16/48313-tysyachi_chelovek_po_vsey_rossii_napisali_totalnyy_diktant,Тысячи человек по всей России написали «Тотальный диктант»,2014-04-16,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-03-26/46760-kiev_rezko_podnimaet_tsenu_na_gaz_dlya_ryadovyh_grazhdan,Киев резко поднимает цену на газ для рядовых граждан,2014-03-26,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-04-16/48303-rossiya_podala_isk_protiv_evrosoyuza_vo_vsemirnuyu_torgovuyu_organizatsiyu,Россия подала иск против Евросоюза во Всемирную торговую организацию,2014-04-16,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-06-23/44444-d_medvedev_obsudil_s_vitse_premierami_razvitie_oboronno_promyshlennogo_kompleksa,Д.Медведев обсудил с вице-премьерами развитие оборонно-промышленного комплекса,2014-06-23,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-04-12/48008-segodnya_otmechaetsya_den_kosmonavtiki,Сегодня отмечается День космонавтики,2014-04-12,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-12-22/31579-v_ssha_v_vozraste_70_let_skonchalsya_znamenityy_pevets_dzho_koker,В США в возрасте 70 лет скончался знаменитый певец Джо Кокер,2014-12-22,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2014-01-19/50266-programma_poka_vse_doma_lider_teleprosmotra_19_yanvarya,Программа «Пока все дома» — лидер телепросмотра 19 января,2014-01-19,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/sport/2014-04-04,Новости рубрики «Спорт» за  4 апреля 2014 года,2014-04-04,"Выпуск новостей в 15:00 от 04.04.2014
Финн Юкка Ялонен ушел с поста главного тренера питерского СКА
Вячеслав Быков и Игорь Захаркин, бывшие тренеры хоккейной сборной России, стали тренерами питерского СКА, сменив на этом посту финна Юкку Ялонена.
04 апреля 2014, 18:40",sport
