url,title,date_extracted,content,category
https://www.1tv.ru/news/2026-02-03/532774,Конституционный суд разрешил гражданам временную регистрацию в апартаментах,2026-02-03,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2026-02-07/533155,ВСУ атаковали Брянскую область дальнобойными ракетами «Нептун» и РСЗО Himars,2026-02-07,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2026-02-12/533567,С космодрома «Байконур» стартовала тяжелая ракета-носитель «Протон-М»,2026-02-12,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2026-01-24/531869,Bloomberg: европейцы способны лишь советоваться и колебаться,2026-01-24,"Выпуск программы «Время» от 10.02.2026
Смотрите в этом выпуске: В ФСБ сообщили о задержании еще одного соучастника покушения на генерал-лейтенанта Владимира Алексеева; в Запорожской области ВСУ нанесли удар по людям во время похоронной процессии в селе Скельки; об атаках украинских террористов на объекты промышленности, энергетики и транспорта говорили на заседании НАК.
10 февраля, 22:00",
https://www.1tv.ru/news/2026-02-10/533432,Петр Гуменник лидирует после первой разминки на Олимпиаде,2026-02-10,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2026-01-27/532049,Импортозамещенный «Суперджет» и турбовинтовой Ил-114-300 прибыли на международную выставку Wings India,2026-01-27,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2026-02-12/533541,Зарплаты военных осенью повысят на 4%,2026-02-12,"Выпуск новостей в 15:00 от 12.02.2026
В Русском музее начался финальный этап монтажа шедевра Карла Брюллова
На свое место в Михайловском дворце вернулась картина «Последний день Помпеи». Учитывая гигантские размеры полотна — 6,5 на 4,5 метра, на время работ пришлось закрыть для посетителей сразу несколько залов до следующего вторника.
Сегодня, 15:13",
https://www.1tv.ru/news/2026-01-25/531927,Бастрыкин вручил ведомственные награды бойцам ВС РФ в Санкт-Петербургском госпитале,2026-01-25,"Выпуск новостей в 15:00 от 12.02.2026
Смотрите в этом выпуске: Владимир Путин в Кремле встретился с руководителем Росимущества Вадимом Яковенко; в нашем Минобороны сегодня подтвердили групповой удар по энергетическим объектам на Украине; ажиотаж среди желающих служить в войсках беспилотных систем; новый мощный снегопад обрушился на московский регион.
Сегодня, 15:15",
https://www.1tv.ru/news/2026-01-27/532047,27 января — Международный день памяти жертв Холокоста,2026-01-27,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
Сегодня, 15:35",
https://www.1tv.ru/news/2026-01-25/531898,В России отмечают День штурмана Военно-морского флота,2026-01-25,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
Сегодня, 15:35",
https://www.1tv.ru/news/2026-01-25/531882,Силы ПВО перехватили за ночь 52 дрона ВСУ над Россией,2026-01-25,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
Сегодня, 15:35",
https://www.1tv.ru/news/2026-01-25/531903,Синоптик рассказала о потеплении в Москве после морозов,2026-01-25,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
Сегодня, 15:50",
https://www.1tv.ru/news/2026-01-26/531987,В Минобороны заявили о новых ударах по военным тылам на Украине,2026-01-26,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
12 февраля, 15:50",
