url,title,date_extracted,content,category
https://www.1tv.ru/news/2002-04-07/268814-grandioznyy_parad_v_nyu_yorke,Грандиозный парад в Нью-Йорке,2002-04-07,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2002-10-19/263297-latviyskie_spetssluzhby_rassleduyut_deyatelnost_mezhdunarodnoy_prestupnoy_gruppirovki,Латвийские спецслужбы расследуют деятельность международной преступной группировки,2002-10-19,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2002-08-28/265681-v_chechne_na_meste_gibeli_vertoleta_mi_26_ustanovlen_pamyatnyy_krest,В Чечне на месте гибели вертолета Ми-26 установлен памятный крест,2002-08-28,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2002-02-18/271062-paniku_na_tokiyskoy_valyutnoy_birzhe_vyzvalo_vystuplenie_dzhordzha_busha_v_yaponskoy_stolitse,Панику на токийской валютной бирже вызвало выступление Джорджа Буша в японской столице,2002-02-18,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/health/2002-05-14,Новости рубрики «Здоровье» за 14 мая 2002 года,2002-05-14,"По статистике, миллионы людей каждой весной страдают сезонной аллергией
Приходит новая весна, и врачей из московского Института иммунологии начинают осаждать тысячи людей из разных городов России. Дети и взрослые, пожилые и подростки, каждого из них коснулась эпидемия нового века — аллергия. Сейчас ей страдает каждый пятый житель планеты. И одна из самых тяжелых форм этой болезни — это поллиноз, или сезонная аллергия.
14 мая 2002, 19:49",health
https://www.1tv.ru/news/economika/2002-07-30,Новости рубрики «Экономика» за 30 июля 2002 года,2002-07-30,"Михаил Касьянов подписал распоряжение о финансовой помощи южным регионам страны
На восстановление разрушенного и приобретение нового жилья федеральное правительство выделило почти миллиард рублей.
30 июля 2002, 22:55",economika
https://www.1tv.ru/news/2002-03-20/268258-reaktsiya_rukovodstva_minoborony_rossii_na_istoriyu_s_pohischeniem_mirotvortsev,Реакция руководства Минобороны России на историю с похищением миротворцев,2002-03-20,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2002-04-22/269277-vladimir_putin_provel_v_kremle_rabochuyu_vstrechu_s_mihailom_kasyanovym_i_mintimerom_shaymievym,Владимир Путин провел в Кремле рабочую встречу с Михаилом Касьяновым и Минтимером Шаймиевым,2002-04-22,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2002-08-18/265355-kitayskie_lyubiteli_zhivotnyh_pristalno_sledyat_za_sudboy_novorozhdennoy_pandy,Китайские любители животных пристально следят за судьбой новорожденной панды,2002-08-18,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/odnako/2002-05-15,Новости рубрики «Аналитическая программа «Однако»» за 15 мая 2002 года,2002-05-15,"Аналитическая программа «Однако» с Максимом Соколовым от 15.05.2002
Однако, здравствуйте. Судя по состоявшемуся в думе правительственному часу, в сокровищницу экономического искусства понятие «касьяновского прорыва» не войдет.
15 мая 2002, 20:34",odnako
https://www.1tv.ru/news/2002-08-28/265692-v_kaliningrade_sostoyalsya_pervyy_regionalnyy_obschestvennyy_forum,В Калининграде состоялся первый региональный общественный форум,2002-08-28,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2002-03-27/268493-v_rezultate_terakta_v_izrailskom_gorode_netanya_pogiblo_do_15_chelovek,В результате теракта в израильском городе Нетанья погибло до 15 человек,2002-03-27,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2002-06-23/267392-na_zapade_ssha_bushuyut_silneyshie_lesnye_pozhary,На Западе США бушуют сильнейшие лесные пожары,2002-06-23,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2002-04-06/268804-unikalnye_proizvedeniya_yuvelira_iz_batumi_kotoryy_30_s_lishnim_let_nazad_uehal_zhit_vo_frantsiyu,"Уникальные произведения ювелира из Батуми, который 30 с лишним лет назад уехал жить во Францию",2002-04-06,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/sport/2002-07-08,Новости рубрики «Спорт» за  8 июля 2002 года,2002-07-08,"Смена руководства российской сборной по футболу
Новым главным тренером команды назначен Валерий Газзаев, его предшественник на это посту Олег Романцев — отправлен в отставку.
08 июля 2002, 19:16",sport
https://www.1tv.ru/news/2002-09-26/262550-v_kremle_sostoyalas_tseremoniya_vrucheniya_prezidentu_rossii_veritelnyh_gramot,В Кремле состоялась церемония вручения Президенту России верительных грамот,2002-09-26,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2002-03-19/268218-rossiyskaya_duma_gotovitsya_k_zavtrashnemu_golosovaniyu_po_kandidature_novogo_glavy_tsentrobanka,Российская Дума готовится к завтрашнему голосованию по кандидатуре нового главы Центробанка,2002-03-19,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
