url,title,date_extracted,content,category
https://www.1tv.ru/news/2007-11-05/197998-v_los_andzhelese_segodnya_nachinayut_zabastovku_stsenaristy,В Лос-Анджелесе сегодня начинают забастовку сценаристы,2007-11-05,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2007-08-26/206730-fabrika_nachalas,«Фабрика» началась,2007-08-26,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2007-01-30/212920-vladimir_putin_vstretilsya_s_gubernatorom_arhangelskoy_oblasti_nikolaem_kiselevym,Владимир Путин встретился с губернатором Архангельской области Николаем Киселевым,2007-01-30,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2007-11-07/198140-v_gruzii_ob_yavleno_chrezvychaynoe_polozhenie,В Грузии объявлено чрезвычайное положение,2007-11-07,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2007-12-29/200710-ekipazh_mks_vyshel_na_pryamuyu_svyaz_s_glavnym_rossiyskim_dedom_morozom,Экипаж МКС вышел на прямую связь с главным российским Дедом Морозом,2007-12-29,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2007-11-12/198370-rossiya_i_indiya_rasshiryat_ekonomicheskoe_sotrudnichestvo,Россия и Индия расширят экономическое сотрудничество,2007-11-12,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2007-05-12/207499-besporyadki_v_pakistanskom_gorode_karachi_est_ubitye_i_ranenye,Беспорядки в пакистанском городе Карачи. Есть убитые и раненые,2007-05-12,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/cultura/2007-12-28,Новости рубрики «Культура» за 28 декабря 2007 года,2007-12-28,"Чтение на колeсах. Необычная библиотека, которая ездит по западу Москвы
В Москве появилась необычная передвижная библиотека. Жители западного округа уже оценили эксперимент: десятки людей с нетерпением ждут очередного появления автобуса с коллекцией книг. В библиотеке на колeсах заядлые читатели есть даже среди сотрудников ГАИ.
28 декабря 2007, 18:34",cultura
https://www.1tv.ru/news/2007-11-10/198279-v_gruzii_vlasti_i_oppozitsiya_predprinyali_popytku_naladit_dialog,В Грузии власти и оппозиция предприняли попытку наладить диалог,2007-11-10,"В России изменят правила бронирования гостиниц с 1 марта
Так, например, в договоре бронирования вводится обязанность указывать площадь номера.
Сегодня, 14:30",
https://www.1tv.ru/news/2007-12-28/200671-v_moskovskoy_bolnitse_deti_risuyut_multfilmy_eto_pomogaet_im_vyzdorovet,В московской больнице дети рисуют мультфильмы — это помогает им выздороветь,2007-12-28,"В России изменят правила бронирования гостиниц с 1 марта
Так, например, в договоре бронирования вводится обязанность указывать площадь номера.
Сегодня, 14:30",
https://www.1tv.ru/news/2007-11-10/198286-prodolzhaetsya_aktivnaya_izbiratelnaya_kampaniya_v_gosudarstvennuyu_dumu,Продолжается активная избирательная кампания в Государственную думу,2007-11-10,"В России изменят правила бронирования гостиниц с 1 марта
Так, например, в договоре бронирования вводится обязанность указывать площадь номера.
Сегодня, 14:30",
https://www.1tv.ru/news/2007-11-04/197989-v_suhumi_sobralis_glavy_abhazii_yuzhnoy_osetii_i_pridnestrovya,"В Сухуми собрались главы Абхазии, Южной Осетии и Приднестровья",2007-11-04,"Без сознания, телефон на груди: врачи спасли девочку после электротравмы в ванной
Отмечались потери сознания, были ожоговые раны, подчеркнули врачи.
Сегодня, 15:01",
https://www.1tv.ru/news/2007-08-11/205978-piloty_vvs_rossii_gotovy_k_uchastiyu_v_vozdushnom_parade_nad_krasnoy_ploschadyu,Пилоты ВВС России готовы к участию в воздушном параде над Красной площадью,2007-08-11,"Выпуск новостей в 15:00 от 12.02.2026
Добровольцы в учебных центрах осваивают передовые технологии управления беспилотными системами
Зарплаты военных осенью повысят на 4%. Это коснется сотрудников силовых ведомств, призывников и контрактников. Их с каждым годом все больше. В 2025-м договор с Минобороны заключили свыше 400 тысяч человек.
Сегодня, 15:02",
https://www.1tv.ru/news/2007-09-26/202075-v_moskve_vyyasnyayut_prichiny_pozhara_v_gostinitse_leningradskaya,В Москве выясняют причины пожара в гостинице «Ленинградская»,2007-09-26,"Выпуск новостей в 15:00 от 12.02.2026
В Москве в ближайшие сутки может выпасть 20% месячной нормы осадков
При этом сугробы, которые ощутимо уменьшились за счет испарения, снова подросли — почти до 60 сантиметров. Вдобавок ко всему сильный ветер и гололед.
Сегодня, 15:08",
https://www.1tv.ru/news/health/2007-06-17,Новости рубрики «Здоровье» за 17 июня 2007 года,2007-06-17,"Россия празднует день медицинского работника
В этот день в Москве вручает ежегодную общенациональную премию Призвание — это премия лучшим врачам или клиникам страны, а также представителям немедицинских специальностей, внесшим большой вклад в развитие медицины.
17 июня 2007, 22:25",health
https://www.1tv.ru/news/2007-11-23/198944-domohozyayki_so_vsey_strany_s_ehalis_v_moskvu_chtoby_izlozhit_svoi_problemy,"Домохозяйки со всей страны съехались в Москву, чтобы изложить свои проблемы",2007-11-23,"Выпуск новостей в 15:00 от 12.02.2026
В Москве в ближайшие сутки может выпасть 20% месячной нормы осадков
При этом сугробы, которые ощутимо уменьшились за счет испарения, снова подросли — почти до 60 сантиметров. Вдобавок ко всему сильный ветер и гололед.
Сегодня, 15:08",
https://www.1tv.ru/news/2007-07-17/204719-chetyrem_rossiyskim_diplomatam_dali_10_dney_dlya_vyezda_iz_anglii,Четырем российским дипломатам дали 10 дней для выезда из Англии,2007-07-17,"Выпуск новостей в 15:00 от 12.02.2026
Смотрите в этом выпуске: Владимир Путин в Кремле встретился с руководителем Росимущества Вадимом Яковенко; в нашем Минобороны сегодня подтвердили групповой удар по энергетическим объектам на Украине; ажиотаж среди желающих служить в войсках беспилотных систем; новый мощный снегопад обрушился на московский регион.
Сегодня, 15:15",
https://www.1tv.ru/news/2007-09-02/200816-pered_nachalom_izbiratelnoy_kampanii_aktivisty_dvizheniya_nashi_ustroili_aktsiyu,Перед началом избирательной кампании активисты движения «Наши» устроили акцию,2007-09-02,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
Сегодня, 15:35",
https://www.1tv.ru/news/2007-11-06/198073-90_chelovek_pogibli_svyshe_50_raneny_v_rezultate_krupnogo_terakta_v_afganistane,"90 человек погибли, свыше 50 ранены в результате крупного теракта в Афганистане",2007-11-06,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
Сегодня, 15:50",
https://www.1tv.ru/news/2007-09-02/200815-na_stavropolie_stremitelno_rastet_chislo_detey_gospitalizirovannyh_s_dizenteriey,"На Ставрополье стремительно растет число детей, госпитализированных с дизентерией",2007-09-02,"В Новосибирске начались поиски пропавшей на берегу Оби девочки
В следственном управлении СК России по региону предполагают, что ребенок мог утонуть, катаясь на «ватрушке».
12 февраля, 15:35",
https://www.1tv.ru/news/health/2007-09-22,Новости рубрики «Здоровье» за 22 сентября 2007 года,2007-09-22,"Куклы и плюшевые мишки из Поднебесной опасны для здоровья
Хабаровские оперативники изъяли с городских прилавков и уничтожили несколько тонн игрушек китайского производства. Лабораторные тесты показали, что количество вредных веществ в краске, которой они покрыты, многократно превышает допустимые нормы.
22 сентября 2007, 10:41",health
https://www.1tv.ru/news/2007-10-17/203152-sostoyalsya_mezhdunarodnyy_simpozium_po_podgotovke_kadrov_dlya_gossluzhby,Состоялся международный симпозиум по подготовке кадров для госслужбы,2007-10-17,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
12 февраля, 15:50",
https://www.1tv.ru/news/2007-12-29/200706-vladimir_putin_provel_soveschanie_s_chlenami_soveta_bezopasnosti_rossii,Владимир Путин провeл совещание с членами Совета безопасности России,2007-12-29,"Два военных корабля США столкнулись у берегов Южной Америки
Пострадали два человека, сообщила газета The Wall Street Journal.
12 февраля, 15:50",
https://www.1tv.ru/news/sport/2007-11-08,Новости рубрики «Спорт» за  8 ноября 2007 года,2007-11-08,"Москва продолжает бороться за право принять в 2010 году первую Юношескую олимпиаду
Уже в этом месяце эксперты МОК назовут города, которые отвечают всем требованиям Олимпийского комитета. По мнению столичных чиновников, у Москвы есть все шансы оказаться в списке претендентов. Не сомневаются в этом и сами юные спортсмены.
08 ноября 2007, 15:14",sport
https://www.1tv.ru/news/2007-09-22/201863-v_bolnitse_kitayskogo_goroda_hotan_vstretilis_dva_rossiyskih_sportsmena,В больнице китайского города Хотан встретились два российских спортсмена,2007-09-22,"Появились кадры с места трагедии на берегу Оби, где под лед провалилась девочка
В СК РФ по Новосибирской области сообщили, что ребенок находился на реке без присмотра взрослых.
12 февраля, 16:43",
https://www.1tv.ru/news/2007-08-03/205570-prezident_dosrochno_prekratil_polnomochiya_gubernatora_novgorodskoy_oblasti_prusaka,Президент досрочно прекратил полномочия губернатора Новгородской области Прусака,2007-08-03,"«Сколько пальцев на ногах?» — Юлия Барановская провела для героини «Мужское/Женское» тест на адекватность
Ответ героини выпуска стал неожиданным для ведущих.
12 февраля, 17:10",
https://www.1tv.ru/news/2007-03-29/210923-segodnya_v_moskve_chestvovali_znamenityh_olimpiyskih_chempionov,Сегодня в Москве чествовали знаменитых олимпийских чемпионов,2007-03-29,"Мать жениха в шоу «Давай поженимся!» назвала причину, по которой разрушила последние отношения сына
Ирина была возмущена тем, что бывшая девушка Дмитрия не стирала его рубашки.
12 февраля, 17:20",
https://www.1tv.ru/news/2007-08-03/205565-spetsoperatsiya_po_likvidatsii_gruppy_boevikov_v_sergokalinskom_rayone_dagestana,Спецоперация по ликвидации группы боевиков в Сергокалинском районе Дагестана,2007-08-03,"Мать жениха в шоу «Давай поженимся!» назвала причину, по которой разрушила последние отношения сына
Ирина была возмущена тем, что бывшая девушка Дмитрия не стирала его рубашки.
12 февраля, 17:20",
https://www.1tv.ru/news/2007-01-30/212922-sostoyalsya_telefonnyy_razgovor_vladimira_putina_s_korolem_iordanii_abdalloy_vtorym,Состоялся телефонный разговор Владимира Путина с королeм Иордании Абдаллой Вторым,2007-01-30,"Москвича оштрафовали за изображения с нацистской символикой
Он обязан выплатить 360 тыс. рублей.
12 февраля, 17:39",
https://www.1tv.ru/news/2007-10-03/202430-do_2015_goda_v_kosmos_otpravyatsya_tri_biosputnika_s_krysami_i_myshami_na_bortu,До 2015 года в космос отправятся три биоспутника с крысами и мышами на борту,2007-10-03,"Об этом рассказали в Институте медико-биологических проблем. А пока ученые изучают живность, что уже вернулась на землю.",
