url,title,date_extracted,content,category
https://www.1tv.ru/news/2021-01-01/399447-vypusk_novostey_v_12_00_ot_01_01_2021,Выпуск новостей в 12:00 от 01.01.2021,2021-01-01,Смотрите в этом выпуске: по всей России встретили Новый 2021-й год; в Новый год на улицах и площадях Европы было тихо и пустынно; Сербия пустила российский газ по трубопроводу «Балканский поток»; в Сербии выдали официальное разрешение на использование российской вакцины от коронавируса «Спутник V».,
https://www.1tv.ru/news/2021-01-01/399453-mnogie_na_karantine_osvoili_novye_professii_i_nashli_hobbi,Многие на карантине освоили новые профессии и нашли хобби,2021-01-01,"Так сложилось, что именно в Новый год мы решаем что-то поменять. Даем себе обещание заняться чем-то новым, от чего-то избавиться. В этот раз из-за пандемии многие задумались о переменах раньше. Карантин, удаленка, все это стало не препятствием, а скорее стимулом.",
https://www.1tv.ru/news/2021-01-01/399452-v_rossii_vstupayut_v_silu_novye_zakony_s_1_yanvarya,В России вступают в силу новые законы с 1 января,2021-01-01,"Станет легче тем, кто работает на удаленке или оформляет детские пособия. Есть изменения, которые касаются дачников и не только их.",
https://www.1tv.ru/news/2021-01-01/399451-v_serbii_vydali_razreshenie_na_ispolzovanie_rossiyskoy_vaktsiny_sputnik_v,В Сербии выдали разрешение на использование российской вакцины «Спутник V»,2021-01-01,"И в очередной раз подтвердили, что препарат эффективен, безопасен и соответствует высоким стандартам. Первую партию Сербия уже получила, и вот начинаются более крупные закупки.",
https://www.1tv.ru/news/2021-01-01/399450-serbskiy_prezident_aleksandr_vuchich_zapustil_balkanskiy_potok,Сербский президент Александр Вучич запустил «Балканский поток»,2021-01-01,"Это продолжение одной из веток «Турецкого потока», который был открыт год назад. Газопровод тогда ввели в строй президенты России, Турции, Сербии и Болгарии.",
https://www.1tv.ru/news/2021-01-01/399449-v_kitayskom_uhane_ustroili_massovye_gulyaniya_v_novogodnyuyu_noch,В китайском Ухане устроили массовые гуляния в новогоднюю ночь,2021-01-01,"Где с особым размахом встретили 2021-й, так это в китайском Ухане, с которого и началась вспышка коронавируса. И кадры год спустя: вместо пустынных улицы, заполненные людьми. Жители устроили массовые гуляния.",
https://www.1tv.ru/news/2021-01-01/399448-rossiyane_vstretili_novyy_2021_y_god,Россияне встретили Новый 2021-й год,2021-01-01,"Бой курантов, залпы салютов, брызги шампанского, праздник, которого мы все так ждали. Новый 2021-й год вступил в свои права!",
https://www.1tv.ru/news/2021-01-01/399439-vypusk_novostey_v_10_00_ot_01_01_2021,Выпуск новостей в 10:00 от 01.01.2021,2021-01-01,Смотрите в этом выпуске: в России встретили Новый год; праздник в мире прошел в новых реалиях; Сербия пустила российский газ по трубопроводу «Балканский поток»; новые законы вступили в силу с 1 января.,
https://www.1tv.ru/news/2021-01-01/399444-v_moskve_v_blizhayshie_dni_prodolzhitsya_mokryy_sneg,В Москве в ближайшие дни продолжится мокрый снег,2021-01-01,"Впереди у нас длинные выходные, и, конечно, всех интересует, какая будет погода. В столичном регионе новый год начался с гололеда.",
https://www.1tv.ru/news/2021-01-01/399445-karantin_iz_za_pandemii_podtolknul_mnogih_k_peremenam_i_pomog_nayti_svoe_prizvanie,Карантин из-за пандемии подтолкнул многих к переменам и помог найти свое призвание,2021-01-01,"В первые дни нового года принято давать самому себе обещания. Отказаться от вредной привычки, заняться спортом, поменять профессию, да мало ли что еще.",
