url,title,date_extracted,content,category
https://www.1tv.ru/news/2000-08-06/298751-prezident_chuvashii_nikolay_fyodorov_otpravil_na_etoy_nedele_vladimiru_putinu_pismo,Президент Чувашии Николай Фёдоров отправил на этой неделе Владимиру Путину письмо,2000-08-06,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2000-03-12/288367-spasateli_i_vrachi_v_groznom,Спасатели и врачи в Грозном.,2000-03-12,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2000-06-15/287754-mirovaya_premiera_kotoraya_vidimo_stanet_odnoy_iz_samyh_zametnyh_v_teatralnoy_zhizni_v_etom_godu,"Мировая премьера, которая, видимо, станет одной из самых заметных в театральной жизни в этом году",2000-06-15,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2000-05-02/286737-v_tailande_prohodit_neobychnyy_konkurs_krasoty_miss_tolstushka,В Таиланде проходит необычный конкурс красоты — «Мисс Толстушка»,2000-05-02,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2000-04-06/289034-vladimir_putin_prisutstvoval_pri_zapuske_ballisticheskoy_rakety_vo_vremya_ucheniy_severnogo_flota,Владимир Путин присутствовал при запуске баллистической ракеты во время учений Северного Флота,2000-04-06,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2000-08-15/298985-predstaviteli_silovyh_vedomstv_sobralis_podvesti_itogi_rassledovaniya_vzryva_na_pushkinskoy_ploschadi,Представители силовых ведомств собрались подвести итоги расследования взрыва на Пушкинской площади,2000-08-15,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-02-07/290447-segodnya_v_belom_dome_vladimir_putin_provel_vstrechu_so_svoimi_zamestitelyami_i_glavami_silovyh_vedomstv,Сегодня в Белом Доме Владимир Путин провел встречу со своими заместителями и главами силовых ведомств,2000-02-07,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2000-03-31/288896-deputaty_gosdumy_pochtili_pamyat_boytsov_permskogo_omona,Депутаты Госдумы почтили память бойцов Пермского ОМОНа.,2000-03-31,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-04-15/289227-dorogi_v_chechne_so_vcherashnego_dnya_zakryty_dlya_proezda_vseh_vidov_transporta,Дороги в Чечне со вчерашнего дня закрыты для проезда всех видов транспорта,2000-04-15,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-11-01/283190-v_adres_rodstvennikov_pogibshih_podvodnikov_prodolzhayut_postupat_denezhnye_pozhertvovaniya,В адрес родственников погибших подводников продолжают поступать денежные пожертвования,2000-11-01,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-03-08/288283-prazdnik_8_marta_ne_mogli_oboyti_storonoy_kandidaty_v_prezidenty_rossii,Праздник 8 марта не могли обойти стороной кандидаты в президенты России.,2000-03-08,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-12-04/284157-pohischennye_v_rayone_pankisskogo_uschelya_do_sih_por_ne_naydeny,"Похищенные в районе Панкисского ущелья, до сих пор не найдены",2000-12-04,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2000-06-19/287839-v_redaktsiyu_prishli_ofitsialnye_izvineniya_za_podpisyu_gubernatora_nizhegorodskoy_oblasti,В редакцию пришли официальные извинения за подписью губернатора Нижегородской области,2000-06-19,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/odnako/2000-02-14,Новости рубрики «Аналитическая программа «Однако»» за 14 февраля 2000 года,2000-02-14,"Аналитическая программа «Однако» с Михаилом Леонтьевым от 14.02.2000
Заметили, как у нас развернулась мощная кампания по поводу повышения цен на водку? Народ опрашивают, будете ли вы меньше пить потому, что цены вырастут? Это интересное вообще очень явление. Не было повышения цен и не может государство повысить цены. У нас нет монополии водочной. Можно повысить акциз, например. Но его не повышали.
14 февраля 2000, 21:34",odnako
