url,title,date_extracted,content,category
https://www.1tv.ru/news/2008-11-16/178044-16_letniy_kapitan_iz_velikobritanii_mayk_pirhem_otpravilsya_v_krugosvetnoe_plavanie,16-летний капитан из Великобритании Майк Пирхэм отправился в кругосветное плавание,2008-11-16,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-04-06/193436-utrom_v_sochi_proshla_vstrecha_vladimira_putina_i_dzhordzha_busha,Утром в Сочи прошла встреча Владимира Путина и Джорджа Буша,2008-04-06,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-08-12/187643-zavershena_boevaya_operatsiya_po_vytesneniyu_gruzinskih_voysk_iz_kodorskogo_uschelya,Завершена боевая операция по вытеснению грузинских войск из Кодорского ущелья,2008-08-12,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-07-31/186864-vzyatie_hrista_pod_strazhu_nikto_ne_storozhil_iz_odesskogo_muzeya_pohischena_kartina,«Взятие Христа под стражу» никто не сторожил. Из одесского музея похищена картина,2008-07-31,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-12-26/180678-yaponskaya_figuristka_predstavit_rossiyu_na_olimpiade_2010_goda_v_vankuvere,Японская фигуристка представит Россию на Олимпиаде 2010 года в Ванкувере,2008-12-26,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-03-08/191949-shkola_bez_direktora_takoe_v_gruzii_teper_ne_redkost,Школа без директора — такое в Грузии теперь не редкость,2008-03-08,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-05-31/190076-v_rossiyskih_aviakompaniyah_nachinaetsya_elektronnaya_revolyutsiya,В российских авиакомпаниях начинается электронная революция,2008-05-31,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-03-18/192452-v_ssha_poyavilsya_pervyy_za_vsyu_istoriyu_strany_slepoy_gubernator,В США появился первый за всю историю страны слепой губернатор,2008-03-18,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-07-24/186497-na_seliger_gde_prohodit_vserossiyskiy_molodezhnyy_forum_priehal_vitaliy_mutko,"На Селигер, где проходит Всероссийский молодeжный форум, приехал Виталий Мутко",2008-07-24,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-06-06/190400-korruptsiya_s_edaet_tret_byudzheta_poschitali_skolko_v_rossii_voruyut_chinovniki,"Коррупция съедает треть бюджета. Посчитали, сколько в России воруют чиновники",2008-06-06,"Доходы коррумпированных чиновников в России составляют примерно треть национального бюджета страны. Об этом заявили в Следственном комитете при прокуратуре. За 10 месяцев работы этого ведомства возбуждено 435 уголовных дел в отношении госслужащих, которых подозревают в коррупции.",
https://www.1tv.ru/news/2008-07-24/186501-na_ukraine_razrastaetsya_novyy_politicheskiy_skandal,На Украине разрастается новый политический скандал,2008-07-24,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-07-22/186383-serbiya_namerena_vydat_radovana_karadzhicha_mezhdunarodnomu_tribunalu_v_gaage,Сербия намерена выдать Радована Караджича Международному трибуналу в Гааге,2008-07-22,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-12-17/180040-neftyanoy_kartel_opek_sokraschaet_dobychu,Нефтяной картель ОПЕК сокращает добычу,2008-12-17,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-08-30/188515-doli_telekanalov_29_avgusta_2008_goda,Доли телеканалов 29 августа 2008 года,2008-08-30,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-12-15/179887-250_detey_v_rossii_bolny_redkoy_boleznyu_mukopolisaharidozom,250 детей в России больны редкой болезнью — мукополисахаридозом,2008-12-15,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-03-26/192905-v_parizhe_gotovyatsya_k_neobychnym_torgam_s_molotka_budet_prodan_skelet_dinozavra,В Париже готовятся к необычным торгам: с молотка будет продан скелет динозавра,2008-03-26,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-08-14/187799-analiticheskaya_programma_odnako_s_mihailom_leontievym,Аналитическая программа «Однако» с Михаилом Леонтьевым от 14.08.2008,2008-08-14,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/sport/2008-01-25,Новости рубрики «Спорт» за 25 января 2008 года,2008-01-25,"В Москве состоялось открытие Дома футбола
Здание оборудовано по последнему слову техники. Здесь есть высокоскоростной Интернет и аппаратура для проведения видеоконференций.
25 января 2008, 19:09",sport
https://www.1tv.ru/news/2008-03-08/191947-nochnaya_zasada_v_severnoy_osetii_zastrelen_glava_respublikanskogo_ubopa_mark_metsaev,Ночная засада. В Северной Осетии застрелен глава республиканского УБОПа Марк Мецаев,2008-03-08,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-12-19/180209-v_sverdlovskoy_oblasti_medikam_pomogayut_reshit_kvartirnyy_vopros,В Свердловской области медикам помогают решить квартирный вопрос,2008-12-19,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-11-22/178461-segodnya_v_peterburge_byl_otkryt_proezd_po_dambe_soedinivshey_berega_finskogo_zaliva,"Сегодня в Петербурге был открыт проезд по дамбе, соединившей берега Финского залива",2008-11-22,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-09-04/181151-v_stolitse_shotlandii_vse_gotovo_k_tantsevalnomu_konkursu_evrovidenie_2008,В столице Шотландии всe готово к танцевальному конкурсу «Евровидение 2008»,2008-09-04,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-03-30/193098-novye_pravila_novogo_prizyva_na_srochnuyu_sluzhbu_v_rossii_prinyaty_vo_vtorom_chtenii,Новые правила нового призыва на срочную службу в России приняты во втором чтении,2008-03-30,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-01-23/195779-v_nyu_yorke_rassleduyut_obstoyatelstva_gibeli_gollivudskoy_zvezdy_hita_ledzhera,В Нью-Йорке расследуют обстоятельства гибели голливудской звезды Хита Леджера,2008-01-23,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-06-07/190446-sochi_prevratilsya_v_kinematograficheskuyu_stolitsu_rossii,Сочи превратился в кинематографическую столицу России,2008-06-07,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/cultura/2008-11-24,Новости рубрики «Культура» за 24 ноября 2008 года,2008-11-24,"В Москву прилетел знаменитый американский актер Киану Ривз
Актер знаком российским зрителям по фильмам «Скорость», «Адвокат Дьявола» и культовой «Матрице». При этом его собственная биография может послужить самостоятельным сценарием и для боевика, и для мелодрамы.
24 ноября 2008, 21:33",cultura
https://www.1tv.ru/news/2008-08-16/187881-udachnyy_den_dlya_nashih_olimpiytsev_v_pekine_dve_zolotye_medali,Удачный день для наших олимпийцев в Пекине — две золотые медали,2008-08-16,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-05-17/189347-k_posolstvu_latvii_v_moskve_prishli_lyudi_nedovolnye_filmom_sovetskaya_istoriya,"К Посольству Латвии в Москве пришли люди, недовольные фильмом «Советская история»",2008-05-17,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-09-03/181084-v_tshinvale_vosstanavlivayut_razrushennye_doma_stroiteli_nadeyutsya_uspet_do_holodov,"В Цхинвале восстанавливают разрушенные дома, строители надеются успеть до холодов",2008-09-03,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-08-13/187719-elektrosnabzhenie_tshinvali_budet_vosstanovleno_po_vremennoy_sheme_v_blizhayshie_dni,Электроснабжение Цхинвали будет восстановлено по временной схеме в ближайшие дни,2008-08-13,"Испытания первых высокоскоростных поездов для ВСМ начнутся в 2027 году
Завершена сварка кузовов первых вагонов поезда, заявил заместитель председателя правительства РФ Виталий Савельев.
12 февраля, 19:35",
https://www.1tv.ru/news/2008-11-21/178429-viktor_yuschenko_naznachil_yuliyu_timoshenko_vinovnoy_za_gazovyy_dolg,Виктор Ющенко назначил Юлию Тимошенко виновной за газовый долг,2008-11-21,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-06-23/191209-v_polufinale_evro_2008_sbornaya_rossii_po_futbolu_snova_sygraet_s_ispaniey,В полуфинале Евро-2008 сборная России по футболу снова сыграет с Испанией,2008-06-23,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-11-27/178775-prodolzhaetsya_poezdka_dmitriya_medvedeva_po_stranam_latinoamerikanskogo_kontinenta,Продолжается поездка Дмитрия Медведева по странам латиноамериканского континента,2008-11-27,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-05-17/189339-segodnya_vecherom_v_moskve_zagorelas_elektropodstantsiya_chagino,Сегодня вечером в Москве загорелась электроподстанция Чагино,2008-05-17,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-01-25/195913-ocherednoy_den_poiskov_suhogruza_kapitan_uskov_zavershilsya_bezrezultatno,Очередной день поисков сухогруза «Капитан Усков» завершился безрезультатно,2008-01-25,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-07-19/186230-meduzy_otravlyayut_zhizn_otdyhayuschim_na_lazurnom_beregu_a_v_ssha_napomnili_o_sebe_akuly,"Медузы отравляют жизнь отдыхающим на Лазурном берегу, а в США напомнили о себе акулы",2008-07-19,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-07-02/185391-posle_trehmesyachnogo_zatishya_iz_ierusalima_vnov_prishli_soobscheniya_o_terakte,После трехмесячного затишья из Иерусалима вновь пришли сообщения о теракте,2008-07-02,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-05-20/189485-9_imen_izvestny_odno_zasekrecheno_ob_yavleny_laureaty_gospremii,"9 имен известны, одно — засекречено. Объявлены лауреаты Госпремии",2008-05-20,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-12-19/180199-109_let_i_34_metra_parametry_glavnoy_novogodney_elki_strany,109 лет и 34 метра — параметры главной новогодней eлки страны,2008-12-19,"Священник считает, что День святого Валентина стал немодным в России
Уменьшение ажиотажа вокруг праздника, отметил он, радует.
12 февраля, 20:29",
https://www.1tv.ru/news/2008-08-25/188232-rossiya_gotova_k_vozmozhnomu_prekrascheniyu_otnosheniy_s_severoatlanticheskim_alyansom,Россия готова к возможному прекращению отношений с Североатлантическим альянсом,2008-08-25,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-04-29/194738-vypuskniki_litovskih_shkol_mogut_prodolzhit_obrazovanie_v_moskve,Выпускники литовских школ могут продолжить образование в Москве,2008-04-29,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-08-26/188308-ataka_tbilisi_na_tshinval_ne_pervoe_v_noveyshey_istorii_napadenie_na_yuzhnuyu_osetiyu,Атака Тбилиси на Цхинвал — не первое в новейшей истории нападение на Южную Осетию,2008-08-26,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-05-30/190042-vtoroy_den_vizita_vladimira_putina_vo_frantsiyu_proshel_bez_ofitsialnyh_peregovorov,Второй день визита Владимира Путина во Францию прошел без официальных переговоров,2008-05-30,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-04-10/193712-rossiyskaya_tekstilnaya_promyshlennost_dolzhna_stat_konkurentosposobnoy,Российская текстильная промышленность должна стать конкурентоспособной,2008-04-10,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-12-23/180439-blagotvoritelnyy_fond_podari_zhizn_provodit_aktsiyu_v_podderzhku_bolnyh_detey,Благотворительный фонд «Подари жизнь» проводит акцию в поддержку больных детей,2008-12-23,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/politika/2008-07-18,Новости рубрики «Политика» за 18 июля 2008 года,2008-07-18,"В Сухуми отвергли план Германии урегулирования грузино-абхазкого конфликта
Заключался он в следующем: сначала — обеспечение безопасности в регионе. Затем — решение экономических вопросов и возвращение беженцев. И наконец — определение политического статуса Абхазии в составе Грузии.
18 июля 2008, 21:30",politika
https://www.1tv.ru/news/2008-09-15/181726-severoatlanticheskiy_alyans_provel_v_gruzii_vyezdnoe_zasedanie,Североатлантический альянс провел в Грузии выездное заседание,2008-09-15,"Выпуск программы «Время» в 21:00 от 12.02.2026
Российская армия нанесла групповой удар по украинским военным тылам
В Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским военно-промышленным комплексом. Также поражены цеха производства ударных беспилотников.
12 февраля, 21:00",
https://www.1tv.ru/news/2008-05-24/189709-rosiyskaya_sbornaya_po_futbolu_otpravitsya_na_zavershayuschiy_etap_podgotovki_k_evro_2008,Росийская сборная по футболу отправится на завершающий этап подготовки к Евро-2008,2008-05-24,"Выпуск программы «Время» в 21:00 от 12.02.2026
Российская армия нанесла групповой удар по украинским военным тылам
В Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским военно-промышленным комплексом. Также поражены цеха производства ударных беспилотников.
12 февраля, 21:00",
https://www.1tv.ru/news/2008-08-05/187084-v_kitayskoy_olimpiyskoy_derevne_sostoyalas_tseremoniya_podnyatiya_rossiyskogo_flaga,В китайской олимпийской деревне состоялась церемония поднятия российского флага,2008-08-05,"Выпуск программы «Время» в 21:00 от 12.02.2026
Российская армия нанесла групповой удар по украинским военным тылам
В Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским военно-промышленным комплексом. Также поражены цеха производства ударных беспилотников.
12 февраля, 21:00",
https://www.1tv.ru/news/2008-08-23/188163-vladimir_putin_navestil_v_gospitalyah_letchikov_kotorye_byli_raneny_v_osetii,"Владимир Путин навестил в госпиталях лeтчиков, которые были ранены в Осетии",2008-08-23,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-07-14/185948-netraditsionnoe_reshenie_prinyal_sud_italyanskogo_goroda_kataniya,Нетрадиционное решение принял суд итальянского города Катания,2008-07-14,"Побег века: турок после ограбления ювелирного исчез на осле
Он украл 150 граммов украшений.
12 февраля, 20:49",
https://www.1tv.ru/news/2008-08-10/187440-v_tshinvali_do_sih_por_ostaetsya_nemalo_mirnyh_zhiteley,В Цхинвали до сих пор остаeтся немало мирных жителей,2008-08-10,"Выпуск программы «Время» в 21:00 от 12.02.2026
Российская армия нанесла групповой удар по украинским военным тылам
В Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским военно-промышленным комплексом. Также поражены цеха производства ударных беспилотников.
12 февраля, 21:00",
https://www.1tv.ru/news/2008-04-20/194191-v_simferopole_otmetili_225_yu_godovschinu_manifesta_o_prisoedinenii_kryma,В Симферополе отметили 225-ю годовщину Манифеста о присоединении Крыма,2008-04-20,"Выпуск программы «Время» в 21:00 от 12.02.2026
Командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов
Главе оборонного ведомства показали разработки специалистов подразделения: мобильный комплекс связи, беспилотники и наземные робототехнические комплексы, средства радиоэлектронной борьбы для прикрытия штурмовых групп.
12 февраля, 21:06",
https://www.1tv.ru/news/2008-04-29/194732-na_kubani_podschityvayut_uscherb_ot_stihiynogo_bedstviya_na_region_obrushilsya_grad,"На Кубани подсчитывают ущерб от стихийного бедствия, на регион «обрушился» град",2008-04-29,"Выпуск программы «Время» в 21:00 от 12.02.2026
Командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов
Главе оборонного ведомства показали разработки специалистов подразделения: мобильный комплекс связи, беспилотники и наземные робототехнические комплексы, средства радиоэлектронной борьбы для прикрытия штурмовых групп.
12 февраля, 21:06",
https://www.1tv.ru/news/2008-11-17/178133-vethoe_zhilie_stoilo_dolzhnosti_glave_odnogo_iz_rayonov_sochi,Ветхое жилье стоило должности главе одного из районов Сочи,2008-11-17,"Выпуск программы «Время» в 21:00 от 12.02.2026
Командный пункт одного из соединений группировки войск «Юг» посетил министр обороны Андрей Белоусов
Главе оборонного ведомства показали разработки специалистов подразделения: мобильный комплекс связи, беспилотники и наземные робототехнические комплексы, средства радиоэлектронной борьбы для прикрытия штурмовых групп.
12 февраля, 21:06",
https://www.1tv.ru/news/2008-08-07/187180-v_dagestane_v_zdanii_kizlyarskoy_prokuratury_unichtozhena_chast_arhiva_ugolovnyh_del,В Дагестане в здании Кизлярской прокуратуры уничтожена часть архива уголовных дел,2008-08-07,"Выпуск программы «Время» в 21:00 от 12.02.2026
Свидетельства преступлений ВСУ против мирных жителей в рассказах спасенных из Северска и Ямполя
Мирные жители Северска и Ямполя в ДНР в свое время отказались выезжать на Украину. Поэтому для киевские карателей они ждуны, сепаратисты и предатели, которых нужно убивать. Этим боевики, собственно, и занимались.
12 февраля, 21:07",
https://www.1tv.ru/news/2008-12-13/179771-v_murmanskoy_oblasti_vozobnovila_rabotu_sledstvennaya_komissiya,В Мурманской области возобновила работу следственная комиссия,2008-12-13,"Макрон призвал ЕС к обсуждению архитектуры евробезопасности с Россией
Он заявил о необходимости проработать позицию, чтобы быть готовыми для обсуждения вопроса с РФ.
12 февраля, 21:13",
https://www.1tv.ru/news/2008-06-13/190722-v_kirgizii_proschayutsya_s_pisatelem_chingizom_aytmatovym,В Киргизии прощаются с писателем Чингизом Айтматовым,2008-06-13,"Макрон призвал ЕС к обсуждению архитектуры евробезопасности с Россией
Он заявил о необходимости проработать позицию, чтобы быть готовыми для обсуждения вопроса с РФ.
12 февраля, 21:13",
https://www.1tv.ru/news/2008-03-08/191944-krasota_trebuet_muzykalnaya_komediya_v_podarok_zhenschinam,«Красота требует» — музыкальная комедия в подарок женщинам,2008-03-08,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-05-18/189361-v_kitayskoy_provintsii_sychuan_proizoshlo_esche_odno_moschnoe_zemletryasenie,В китайской провинции Сычуань произошло еще одно мощное землетрясение,2008-05-18,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-09-29/182689-u_beregov_abhazii_zatonulo_turetskoe_sudno_izabel,У берегов Абхазии затонуло турецкое судно «Изабель»,2008-09-29,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-04-26/194576-prezident_provel_soveschanie_gde_obsuzhdalis_voprosy_vnutrenney_i_vneshney_politiki,"Президент провел совещание, где обсуждались вопросы внутренней и внешней политики",2008-04-26,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-03-16/192310-na_kafedralnom_sobore_petropavlovska_kamchatskogo_ustanovili_zolotoy_krest,На кафедральном соборе Петропавловска-Камчатского установили золотой крест,2008-03-16,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-09-15/181730-vladimir_putin_prinyal_uchastie_v_zasedanii_nablyudatelnogo_soveta_vneshekonombanka,Владимир Путин принял участие в заседании Наблюдательного совета «Внешэкономбанка»,2008-09-15,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-06-30/191529-anatoliy_chubays_pokidaet_kreslo_glavnogo_energetika_strany,Анатолий Чубайс покидает кресло главного энергетика страны,2008-06-30,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
https://www.1tv.ru/news/2008-07-17/186135-doli_telekanalov_16_iyulya_2008_goda,Доли телеканалов 16 июля 2008 года,2008-07-17,"Выпуск программы «Время» от 12.02.2026
Смотрите в этом выпуске: в Минобороны России подтвердили групповой удар по объектам энергетики, связанным с украинским ВПК; на командном пункте одного из соединений «Южной» группировки войск провел совещание министр обороны; о преступлениях киевского режима против мирного населения говорили на совещании главы Следственного комитета; Владимир Путин встретился с главой Росимущества Вадимом Яковенко.
12 февраля, 22:00",
