url,title,date_extracted,content,category
https://www.1tv.ru/news/2009-05-11/166701-nakanune_svoego_vizita_v_tokio_vladimir_putin_dal_intervyu_yaponskim_smi,Накануне своего визита в Токио Владимир Путин дал интервью японским СМИ,2009-05-11,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2009-02-06/175751-v_novokuznetske_pohoronili_vospitannika_kadetskogo_uchilischa_15_letnego_sashu_frolova,В Новокузнецке похоронили воспитанника кадетского училища 15-летнего Сашу Фролова,2009-02-06,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2009-01-09/173930-propavshiy_vertolet_s_tremya_chlenami_ekipazha_i_semyu_passazhirami_poka_ne_obnaruzhen,Пропавший вертолет с тремя членами экипажа и семью пассажирами пока не обнаружен,2009-01-09,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2009-03-03/170006-vazhnye_itogi_gosudarstvennogo_vizita_prezidenta_rossii_v_ispaniyu,Важные итоги государственного визита Президента России в Испанию,2009-03-03,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2009-03-07/170247-kak_pravilno_vybrat_tsvety_k_prazdniku_8_marta,Как правильно выбрать цветы к празднику 8 марта?,2009-03-07,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2009-01-15/174341-sledstvennyy_komitet_zavershil_rassledovaniya_dela_o_rasstrele_tsarskoy_semi,Следственный комитет завершил расследования дела о расстреле царской семьи,2009-01-15,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2009-03-14/170647-vo_vietname_v_propast_ruhnul_avtobus_s_rossiyskimi_turistami_pogiblo_9_chelovek,"Во Вьетнаме в пропасть рухнул автобус с российскими туристами, погибло 9 человек",2009-03-14,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2009-08-12/164896-rossiya_belorussiya_i_kazahstan_sformirovali_peregovornuyu_gruppu_po_vstupleniyu_v_vto,"Россия, Белоруссия и Казахстан сформировали переговорную группу по вступлению в ВТО",2009-08-12,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2009-02-13/176234-medvedev_vyrazil_soboleznovaniya_obame_v_svyazi_s_aviakatastrofoy_v_baffalo,Медведев выразил соболезнования Обаме в связи с авиакатастрофой в Баффало,2009-02-13,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2009-05-01/166165-zriteley_konkursa_evrovideniie_2009_zhdet_grandioznoe_zrelische,Зрителей конкурса «Евровидениие-2009» ждет грандиозное зрелище,2009-05-01,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
