url,title,date_extracted,content,category
https://www.1tv.ru/news/2010-05-18/144395-u_zhiteley_poselka_na_urale_zemlya_uplyvaet_iz_pod_nog,У жителей поселка на Урале земля уплывает из-под ног,2010-05-18,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2010-09-13/136941-v_dagestane_unichtozheny_13_boevikov_sredi_nih_glavar_bandformirovaniya,"В Дагестане уничтожены 13 боевиков, среди них — главарь бандформирования",2010-09-13,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2010-12-04/134447-v_odnu_iz_ukrainskih_dereven_nagryanuli_kladoiskateli,В одну из украинских деревень нагрянули кладоискатели,2010-12-04,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/health/2010-05-26,Новости рубрики «Здоровье» за 26 мая 2010 года,2010-05-26,"Выпуск новостей в 10:00 от 26.05.2010
Энцефалитные клещи заполнили улицы и скверы Южно-Сахалинска
На Сахалине резко возросла активность клещей. В этом году они встречаются не только в лесах, но и в городской черте Южно-Сахалинска. Специалисты отмечают, что их укусы могут иметь очень тяжелые последствия. Поэтому медики призывают жителей быть бдительными.
26 мая 2010, 12:13",health
https://www.1tv.ru/news/2010-01-24/151997-zvezda_amerikanskogo_figurnogo_kataniya_sasha_koen_skoree_vsego_ne_primet_uchastie_v_olimpiade,"Звезда американского фигурного катания Саша Коэн, скорее всего, не примет участие в Олимпиаде",2010-01-24,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/2010-04-22/150303-narkomanov_gubit_novoe_zelie_smertelnyy_kokteyl_iz_obychnyh_lekarstv,Наркоманов губит новое зелье — смертельный коктейль из обычных лекарств,2010-04-22,"Соучастника нападения на техникум в Анапе задержали в Краснодарском крае
В СК России сообщили, что он подозревается в подстрекательстве к совершению убийства и покушению на убийство.
Сегодня, 13:26",
https://www.1tv.ru/news/economika/2010-03-10,Новости рубрики «Экономика» за 10 марта 2010 года,2010-03-10,"В России вводятся новые налоговые льготы
Государство поддержит тех, кто работает в сфере медицины и образования. Кроме того, меньше платить в казну будут те предприятия, где активно внедряют в жизнь новые технологии.
10 марта 2010, 21:17",economika
https://www.1tv.ru/news/2010-03-04/147217-v_severnoy_koree_nakazan_muzhchina_rasskazavshiy_zhitelyu_seula_skolko_stoit_ris_v_kndr,"В Северной Корее наказан мужчина, рассказавший жителю Сеула, сколько стоит рис в КНДР",2010-03-04,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2010-11-01/132299-svoy_professionalnyy_prazdnik_otmetili_sudebnye_pristavy,Свой профессиональный праздник отметили судебные приставы,2010-11-01,"Выпуск программы «Время» от 11.02.2026
Смотрите в этом выпуске: нанесены новые удары по украинским военным тылам и продолжается продвижение на передовой; репортаж о том, как готовят бойцов для Войск беспилотных систем в учебном центре Росгвардии в Подмосковье; с вилами и палками на людоловов Зеленского — на Украине все жестче отпор насильственной мобилизации;
11 февраля, 22:05",
https://www.1tv.ru/news/2010-09-25/137673-gosudarstvo_pomozhet_rossiyskomu_teatru,Государство поможет российскому театру,2010-09-25,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-12-25/135858-diego_maradona_sobiraetsya_podat_v_sud_na_prezidenta_argentinskoy_futbolnoy_assotsiatsii,Диего Марадона собирается подать в суд на президента Аргентинской футбольной ассоциации,2010-12-25,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-06-03/145460-angliyskiy_taksist_ubiytsa_svoy_posledniy_otpusk_provel_v_rossii,Английский таксист-убийца свой последний отпуск провел в России,2010-06-03,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-11-09/132723-vyshli_v_svet_memuary_dzhordzha_busha,Вышли в свет мемуары Джорджа Буша,2010-11-09,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-07-31/141623-bolee_800_chelovek_stali_zhertvami_navodneniya_v_pakistane,Более 800 человек стали жертвами наводнения в Пакистане,2010-07-31,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-11-20/133508-vydayuschayasya_balerina_sovremennosti_mayya_plisetskaya_otmechaet_yubiley,Выдающаяся балерина современности Майя Плисецкая отмечает юбилей,2010-11-20,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-02-13/153300-v_moskve_provozhayut_v_posledniy_put_legendarnuyu_opernuyu_pevitsu_irinu_arhipovu,В Москве провожают в последний путь легендарную оперную певицу Ирину Архипову,2010-02-13,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-04-14/149780-nachinaetsya_pervyy_v_istorii_ofitsialnyy_vizit_rossiyskogo_prezidenta_v_argentinu,Начинается первый в истории официальный визит российского президента в Аргентину,2010-04-14,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-09-01/136319-v_rossii_otmetili_den_znaniy,В России отметили День знаний,2010-09-01,"Выпуск программы «Время» от 10.02.2026
Смотрите в этом выпуске: В ФСБ сообщили о задержании еще одного соучастника покушения на генерал-лейтенанта Владимира Алексеева; в Запорожской области ВСУ нанесли удар по людям во время похоронной процессии в селе Скельки; об атаках украинских террористов на объекты промышленности, энергетики и транспорта говорили на заседании НАК.
10 февраля, 22:00",
https://www.1tv.ru/news/economika/2010-09-15,Новости рубрики «Экономика» за 15 сентября 2010 года,2010-09-15,"Выпуск новостей в 15:00 от 15.09.2010
Владимир Путин вновь посетил пострадавший от пожаров поселок Верхняя Верея
Владимир Путин, который с рабочей поездкой находится в Нижегородской области, побывал в Верхней Верее. Село практически полностью выгорело во время летних природных пожаров. Премьер оценил темпы восстановительных работ, ознакомился с проектами новых домов для погорельцев и встретился с местными жителями.
15 сентября 2010, 18:07",economika
https://www.1tv.ru/news/2010-10-31/139919-v_italii_zavershilsya_gromkiy_sudebnyy_protsess_po_delu_milanskih_vrachey,В Италии завершился громкий судебный процесс по делу «миланских врачей»,2010-10-31,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/health/2010-10-12,Новости рубрики «Здоровье» за 12 октября 2010 года,2010-10-12,"Выпуск новостей в 10:00 от 12.10.2010
Новосибирцев теперь лечат не в больницах, а на дому
В поликлиниках Новосибирска для пациентов запустили программу так называемых стационаров на дому. Специалисты сами приходят к заболевшему человеку, который по разным причинам не может добраться до медучреждения, и назначают курс лечения. Плюсы очевидны, говорят специалисты, — и больницы не перегружены, да и люди в родных стенах идут на поправку быстрее.
12 октября 2010, 12:08",health
https://www.1tv.ru/news/2010-07-04/140123-doli_telekanalov_4_iyulya_2010_goda,Доли телеканалов 4 июля 2010 года,2010-07-04,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-03-31/148873-v_primorie_mchs_gotovitsya_k_predstoyaschim_silnym_pavodkam,В Приморье МЧС готовится к предстоящим сильным паводкам,2010-03-31,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-01-18/151647-vo_vladivostoke_chtoby_vyyti_iz_doma_zhitelyam_prihoditsya_sveryatsya_s_raspisaniem_poezdov,"Во Владивостоке, чтобы выйти из дома, жителям приходится сверяться с расписанием поездов",2010-01-18,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-08-17/142581-premier_ministr_nagradil_letchikov_kotorye_tushili_prirodnye_pozhary,"Премьер-министр наградил летчиков, которые тушили природные пожары",2010-08-17,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-01-05/150945-v_sochi_dmitriy_medvedev_provel_soveschanie_po_podgotovke_k_zimnim_igram_2014_goda,В Сочи Дмитрий Медведев провел совещание по подготовке к зимним играм 2014 года,2010-01-05,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/2010-05-09/143846-k_monumentu_sovetskomu_soldatu_v_treptov_parke_veterany_nesut_tsvety,К монументу советскому солдату в Трептов-парке ветераны несут цветы,2010-05-09,"Минздрав: закрыть больничный теперь можно через мессенджер Max
Лечащий врач может дистанционно проверить состояние здоровья пациента.
Сегодня, 13:29",
https://www.1tv.ru/news/cultura/2010-01-29,Новости рубрики «Культура» за 29 января 2010 года,2010-01-29,"В Москве продолжается Чеховский фестиваль, собравший деятелей театра со всего мира
Дневники Чехова, рассказанные практически без слов. Мировая премьера спектакля «Донка» знаменитого швейцарского режиссера Финце Паска проходит в эти минуты в Москве. В столице продолжается Чеховский фестиваль.
29 января 2010, 21:20",cultura
https://www.1tv.ru/news/2010-03-05/147299-ispanskie_zhenschiny_dokazali_chto_nastoyaschim_macho_mozhet_byt_ne_tolko_muzhchina,"Испанские женщины доказали, что «настоящим мачо» может быть не только мужчина",2010-03-05,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2010-09-18/137252-klassika_detektiva_v_realiyah_xxi_veka_na_teleekranah_rossii_i_mira,Классика детектива в реалиях XXI века — на телеэкранах России и мира,2010-09-18,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2010-03-15/147826-na_paralimpiyskih_igrah_v_vankuvere_u_sbornoy_rf_uzhe_desyat_medaley,На Паралимпийских играх в Ванкувере у сборной РФ уже десять медалей,2010-03-15,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
https://www.1tv.ru/news/2010-01-01/150830-nastalo_vremya_menyat_kalendari_vsya_rossiya_i_bolshaya_chast_mira_uzhe_zhivet_v_2010_godu,Настало время менять календари — вся Россия и большая часть мира уже живет в 2010 году,2010-01-01,"Российские силы ПВО за сутки сбили пять крылатых ракет ВСУ «Фламинго»
Также бойцы РФ уничтожили 211 украинских дронов.
Сегодня, 13:54",
